movieId,title_cast,director,runtime,budget,plot_keywords
108797,Heather Graham|Ellen Burstyn|Kiernan Shipka|Mason Dye|Ava Telek|Maxwell Kovach|Dylan Bruce|Chad Willett|Beau Daniels|Laura Jaye|John Emmet Tracy|Don Thompson|BJ Harrison|Ian Robison|Andrew Kavadas,Virginia C. Andrews,86,NA,attic|child abuse|bad mother|brother sister incest
108799,NA,NA,NA,NA,NA
108808,NA,NA,NA,NA,NA
108811,Josiane Balasko|Michel Blanc|Marie-Anne Chazel|Christian Clavier|Gérard Jugnot|Thierry Lhermitte|Dominique Lavanant|Bruno Moynot|Martin Lamotte|Doris Kunstmann|Arthur Jugnot|Ornella Muti|Caterina Murino|Éric Naggar|Franco Trevisi,Josiane Balasko,NA,"EUR35,000,000",reference to ivana trump|reference to claude lelouch|reference to richard gere|reference to barbra streisand
108816,Leon Pownall|Macha Grenon|Nicola Cavendish|Gabrielle Rose|Emmanuel Bilodeau|France Castel|Diego Matamoros|Bruce Dinsmore|Eric Peterson|Donald Moffat|Marina Orsini|Frank Moore|Nicholas Campbell|Blu Mankuma|Daniel Kash,Anne Wheeler,193,NA,mind control|f rated|independent film
108819,Craig Sheffer|Gabrielle Anwar|Josh Charles|Donal Logue|Keith David|John Diehl|Giovanni Ribisi|Anthony Michael Hall|Max Perlich|Eric Roberts|Ashleigh Aston Moore|DeeDee Rescher|Gene Dann|Beth Curtis|Sam Pate,Peter Glatzer,90,"$4,000,000",prisoner|buried treasure|framing story|male female relationship
108821,NA,NA,NA,NA,NA
108823,Stephen Rea|Illeana Douglas|John Ritter|Dave Foley|Richard Kind|Dusty Kay|Tom Arnold|Robert Patrick|Ryan O'Neal|Ricky Jay|Jason Priestley|Olivia d'Abo|Matt Clark|Lisa Kudrow|Kim Lores Bodaglo,Gary Rosen,93,NA,satire
108825,Helena Bonham Carter|Judy Davis|Callum Keith Rennie|Kyle Catlett|Niamh Wilson|Jakob Davies|Rick Mercer|Dominique Pinon|Julian Richings|Richard Jutras|Mairtin O'Carrigan|Michel Perron|Dawn Ford|Harry Standjofski|Susan Glover,Jean-Pierre Jeunet,105,"$33,000,000",fictional radio show|reference to the u.s. president|reference to david letterman|reference to wolfgang amadeus mozart
108844,Bunny|Cheez|Curly|Gato|Gato|Gerald|Leidy|Lester|Penguin|Pirana,Bunny,84,"$143,000",life|guatemala|central america|louisville kentucky
108846,NA,NA,NA,NA,NA
108852,Thomas Ian Griffith|Chris Mulkey|Mark Carlton|Mushond Lee|Hillary Matthews|Courtney Gains|Maury Sterling|Adam Gifford|Mon Confiado|Spanky Manikan|Cris Daluz|James Karen|Dale Gibson|Cris Aguilar|Wilson Go,Mark Griffiths,89,NA,mercenary|loss of friend|brutality|fighting
108857,Henriette Bruusgaard|Jørn Bjørn Fuller Gee|Lasse Valdal|Nini Bull Robsahm|Janne Beate Bønes|Trym Hagen|Kristina Leganger Aaserud|Helge Sveen|Jeppe Beck Laursen|Erlend Vetleseter|Jorunn Kjellsby|Martin Slaatto|Kristofer Hivju|Gudmund Groven,Nini Bull Robsahm,NA,NA,bound and gagged|manhunt|tied hands|gagged
108860,NA,NA,NA,NA,NA
108862,NA,NA,NA,NA,NA
108864,Albert Dupontel|Alice Taglioni|Stéphane Debac|Sergi López|Natacha Régnier|Serge Hazanavicius|Zinedine Soualem|Caterina Murino|Lucien Jean-Baptiste|Jean-Marie Winling|Yves Verhoeven|Claire Bouanich|Olivier Schneider|Yves Girard|Patrick Steltzer,Eric Valette,NA,"EUR9,700,000",prison|cell mate|father saving daughter's life|running from police
108866,NA,NA,NA,NA,NA
108869,Billy Zane|AnnaLynne McCord|Viva Bianca|Doug Drucker|Marian Weage|Jim Midock|Juan-Pablo Veizaga|Scott Knisley|Martin Sprock|Sadie Katz|Denise Glass|Nathan R. Wheeler|Brooklynn Brokaw|Joe Kurak|Christopher Maggio,Mark Jones,86,"$1,700,000",sex scene|oral sex|bra and panties|fellatio
108871,NA,NA,NA,NA,NA
108873,Ricardo Darín|Soledad Villamil|Ulises Dumont|Eduardo Blanco|Graciela Tenenbaum|Alfonso De Grazia|Alicia Zanca|Mariana Richaudeau|Alejandro Buzzoni|Rodrigo De la Serna|David Masajnik|Magela Zanotta|Melina González|Celina Zambón|Daniel Marcove,Juan José Campanella,113,NA,loss of father|typewriter gag|argentina|female nudity
108875,Lukas Steltner|Kai Michael Müller|Steven Baade|Florian Born|Eric Fechner|Christian Hahn|Charlina Ingold|Jan Jendruschewitz|Felix Kaminski|Simon Kirmeier|Katharina Körner|Christian Sauermilch|Tino Trempler|Tobias Weichert|Karin Butsch,Benjamin Cantu,NA,NA,gay kiss|rural setting|gay relationship|gay
108877,Han Dian Chen|Michelle Chen|Ying-Chieh Chen|Yan-xi Hou|Rex Kao|Lia Hsiang-Lin Lee|Anthony Neely|Janel Tsai|Wan Wan,Pin-Chuan Kao,114,NA,
108879,Ross Lynch|Maia Mitchell|Gracie Gillam|Garrett Clayton|John DeLuca|Chrissie Fit|Suzanne Cryer|Barry Bostwick|Kevin Chamberlin|Steve Valentine|Jordan Fisher|Kent Boyd|Mollee Gray|William T. Loftis|Jessica Lee Keller,Vince Marcello,110,NA,1960s|movie set|thin attractive girl|surfer
108882,Jason Scott Lee|Louise Lombard|Sean Pertwee|Lysette Anthony|Michael Lerner|Jack Davenport|Honor Blackman|Christopher Lee|Shelley Duvall|Gerard Butler|Jon Polito|Ronan Vibert|Bill Treacher|Elizabeth Power|Cyril Nri,Russell Mulcahy,88,"$8,000,000",flashback|falling to death|detective|insanity
108885,Asier Aranguren|Juan Diego Botto|Pilar Castro|Aitor Merino|Diego París|Ana Rayo|Guillermo Toledo|Velilla Valbuena,Amaia Merino,94,NA,f rated|actor director|produced by director|written and directed by cast member
108888,NA,NA,NA,NA,NA
108891,NA,NA,NA,NA,NA
108893,NA,NA,NA,NA,NA
108895,NA,NA,NA,NA,NA
108899,Paulina García|Sergio Hernández|Diego Fontecilla|Fabiola Zamora|Luz Jiménez|Alejandro Goic|Liliana García|Coca Guazzini|Hugo Moraga|Cristián Carvajal|Eyal Meyer|Tito Bustamante|Antonia Santa María|Álvaro Viguera|Marcela Said,Sebastián Lelio,110,NA,female nudity|male frontal nudity|female frontal nudity|nudity
108901,Jules Sitruk|Maria de Medeiros|Jean-Philippe Écoffey|Joséphine Berry|Mabô Kouyaté|Anna Karina|Stéphane Guillon|Katrine Boorman|Jean-Paul Rouve|Didier Bénureau|Cécile de France|Jean Benguigui|Annick Blancheteau|Murray Head|Charley Boorman,Richard Berry,91,"EUR5,320,000",travel|foundling|school party|runaway
108914,Joe Manganiello|Ken Anderson|Channon Roe|Yancey Arias|Chris Johnson|Antony Matos|Keith David|Jennice Fuentes|Steven Bauer|Tim Matheson|Luzangeli Justiniano|Anibal O. Lleras|Rey Hernandez|Roy Sánchez-Vahamondes|Tom Minder,James Dodson,NA,NA,u.s. navy|navy|flag draped casket|special forces
108916,Magnus Krepper|Jonas Karlsson|Johanna Sällström|Ralph Carlsson|Göran Ragnerstam|Lena Carlsson|Sandra Kassman|Anna Pettersson|Carina Boberg|Jacob Nordenson|Michael Nyqvist|Dan Johansson|Anna Takanen,Magnus Krepper,171,NA,
108924,NA,NA,NA,NA,NA
108928,George Clooney|Matt Damon|Bill Murray|Cate Blanchett|John Goodman|Jean Dujardin|Hugh Bonneville|Bob Balaban|Dimitri Leonidas|Justus von Dohnányi|Holger Handtke|Michael Hofland|Zachary Baharov|Michael Brandner|Sam Hazeldine,George Clooney,118,"$70,000,000",art|art expert|nazi stolen art|1940s
108930,Sienna Miller|Golshifteh Farahani|Bahar Soomekh|Tim Guinee|Roschdy Zem|Chafia Boudraa|Richard Jose|Jesse Bob Harper|Sayed Badreya|Usman Ally|Doug James|Deanna Dunagan|Michael Ehlers|Aaron Walters|Loren Lazerine,Joelle Touma,87,NA,belly dancing|woman|port a potty|mobile home
108932,Will Arnett|Elizabeth Banks|Craig Berry|Alison Brie|David Burrows|Anthony Daniels|Charlie Day|Amanda Farinos|Keith Ferguson|Will Ferrell|Will Forte|Dave Franco|Morgan Freeman|Todd Hansen|Jonah Hill,Phil Lord,100,"$60,000,000",lego|good cop bad cop|based on toy|construction worker
108934,NA,NA,NA,NA,NA
108936,NA,NA,NA,NA,NA
108938,Pio Marmaï|Cédric Kahn|Adèle Haenel|Guillaume Gouix|Sarah Le Picard|David Geselson|Olivier Desautel|Jean-Marie Winling|Mar Sodupe|Aimé Vaucher|Bertrand Constant|Marion Picard|Brigitte Jaques-Wajeman|Louise Roch|Jean-Baptiste Azéma,Elie Wajeman,88,NA,family relationships|reference to marriage proposal|hash dealing|cocaine dealing
108940,Carmina Villaroel|Marvin Agustin|Rhian Ramos|TJ Trinidad|Barbie Forteza|Alden Richards|Louise de los Reyes|Derrick Monasterio|Lexi Fernandez|Ynna Asistio|Renz Valerio|Jaclyn Jose|John Regala|Allan Paule|Lloyd Samartino,Aloy Adlawan,110,"$300,000",murder|abduction|investigation|face covered by plastic cellophane
108942,NA,NA,NA,NA,NA
108945,Joel Kinnaman|Gary Oldman|Michael Keaton|Abbie Cornish|Jackie Earle Haley|Michael Kenneth Williams|Jennifer Ehle|Jay Baruchel|Marianne Jean-Baptiste|Samuel L. Jackson|Aimee Garcia|Douglas Urbanski|John Paul Ruttan|Patrick Garrow|K.C. Collins,Joshua Zetumer,117,"$100,000,000",technology|robot|robocop|police
108947,Eric Thal|Elizabeth Hurley|Michael Gambon|Dennis Hopper|Diana Rigg|Daniel Massey|Paul Freeman|Ben Becker|Jale Arikan|Debora Caprioglio|Alessandro Gassmann|Pinkas Braun|Sebastian Knapp|Karl Tessler|Luke Mullaney,Dennis Hopper,172,NA,tv mini series|samson character|delilah character|character names as series title
108949,Kurt Russell|Matt Dillon|Jay Baruchel|Kenneth Welsh|Chris Diamantopoulos|Katheryn Winnick|Jason Jones|Terence Stamp|Devon Bostick|Elle Downs|Dax Ravina|Durward Allan|James Collins|Rob deLeeuw|Karyn Dwyer,Jonathan Sobol,90,NA,heist|thief|motorcycle|hiding in a car trunk
108951,NA,NA,NA,NA,NA
108953,Josh Lawson|Emma Lung|Ron Perlman|Edward Furlong|Christopher Stapleton|William Gines|Michael J. Renda|Helena Kash|Jim Hanna|Tonya Cornelisse|John W. Hardy|Richard Speight Jr.|Jordan Trovillion|Lloyd James|Taras Los,Robert Lawton,NA,NA,photographer|anti hero|male rear nudity|female rear nudity
108968,NA,NA,NA,NA,NA
108977,Shôzô Îzuka|Toshihiko Seki|Michael McConnohie|Liam O'Brien|Mamiko Noto|Ryûji Saikachi|Michelle Ruff|William Frederick Knight|Doug Stone|Kotono Mitsuishi|Daisuke Sakaguchi|Toshihiko Nakajima|Makoto Tsumura|Mayumi Yamaguchi|Carrie Savage|Erica Shaffer|Sam Riegel|Deem Bristow|Steven Bendik|Johnny Yong Bosch|Jonathan Klein|Yuri Lowenthal|Haruko Momoi|Kenji Utsumi|Akio Suyama|Hisako Kyôda|Patrick Seitz|Stephanie Sheh|Hunter Mackenzie Austin|Jonathan C. Osborne|Gina Grad|Melora Harte,Toshihiko Seki,25,NA,detective|surrealism|twist|madness
108979,Kôichi Yamadera|Unshô Ishizuka|Steve Blum|Beau Billingslea|Kevin Seymour|Wendee Lee|Megumi Hayashibara|Isshin Chiba|Melissa Fahn|Aoi Tada,Kôichi Yamadera,24,NA,anime|jazz|future noir|gun fu
108981,Charlotte Gainsbourg|Stellan Skarsgård|Stacy Martin|Shia LaBeouf|Christian Slater|Jamie Bell|Uma Thurman|Willem Dafoe|Mia Goth|Sophie Kennedy Clark|Michael Pas|Jean-Marc Barr|Udo Kier|Ananya Berg|Morgan Hartley,Lars von Trier,124,NA,explicit sex|nymphomania|double penetration|whip
108983,Tony Fucile|Krista Sheffler|Phil Sheridan,Enrico Casarosa,7,NA,little boy|boat|individuality|decision
108987,Malin Crépin|Björn Kjellman|Leif Andrée|Kajsa Ernst|Erik Johansson|Richard Ulfsäter|Elvira Franzén|Edvin Ryding|Hanna Alström|Magnus Krepper|Ruth Vega Fernandez|Gerhard Hoberstorfer|Jonatan Rodriguez|Lisa Henni|Fatima Adoum,Alex Haridi,89,"SEK15,000,000",sixth part|sequel|female editor|part of series
108989,NA,NA,NA,NA,NA
108991,Alec Baldwin|Jessica Lange|John Goodman|Diane Lane|Frederick Coffin|Carlos Gómez|Jerry Hardin|Patricia Herd|Matt Keeslar|Tina Lifford|Rondi Reed|Carmen Zapata,Tennessee Williams,NA,NA,new orleans louisiana|sister sister relationship|rape|rape victim
109000,Jules Sitruk|Gérard Jugnot|Michèle Garcia|Jean-Paul Rouve|Alexia Portal|Violette Blanckaert|Daphné Baiwir|Götz Burger|Élisabeth Commelin|Hubert Saint-Macary|Daniel Martin|Nadine Spinoza|Damien Jouillerot|Philippe du Janerand|Marie-Gaëlle Cals,Gérard Jugnot,100,"$8,000,000",character name as title|two word title|german|escape
109002,NA,NA,NA,NA,NA
109004,Miikka Ojala|Karri Suoraniemi|Molestor Kadotus|Janne Kuru|Marko Laiho|Lauri Penttilä|Ville Pystynen|Janne Markus Sova|Mikko Aspa|Jaakko Lähde|Serpent|Kaosbringer|Johannes Nefastos|Joakim Kuotesaho|Tuomas Rytkönen,Sami Kettunen,51,NA,swastika|alcohol|occultism|racist
109006,Urho Somersalmi|Ellen Sylvin|Mary Hannikainen|Kirsti Suonio|Litja Ilmari|Olga Salo|Eino Salmela|Paavo Kostioja|Ossi Korhonen|Heikki Välisalmi|Emil Lindh|Agnes Lindh|Olga Leino|Mimmi Lähteenoja|Juho Puls,Wilho Ilmari,104,NA,log driving
109008,Catherine Frot|Jacques Villeret|Jules Sitruk|Cherie Lunghi|Hannah Taylor Gordon|Richard Bremmer|Sabine Haudepin|William Touil|Wojciech Pszoniak|Pierre Stévenin|Annick Alane|Paul Le Person|Alexia Barlier|Amélie Lerma|Dominique Paturel,Philippe de Broca,NA,"EUR7,000,000",mother|brittany|family violence|neglectful parents
109010,Jules Sitruk|Damien Jouillerot|Jonathan Demurger|Pierre Derenne|César Domboy|Jules-Angelo Bigarnet|Raphaël Fuchs-Willig|Clément Chebli|Richard Berry|Rufus|Patrick Bouchitey|Bernadette Lafont|Bernard Haller|Cécile Gabriel|Maëlle Poesy-Guichard,Jean-François Davy,NA,NA,
109019,NA,NA,NA,NA,NA
109021,Beyoncé|Ilan Y. Benatar|Ebony Knowles|Solange|Mathew Knowles|Kelly Rowland|Michelle Williams|Juelz Knowles|Jay-Z|Champion|Mario|Tina Lawson|Laurent Bourgeois|Larry Bourgeois|Kimmie Gipson,Ed Burke,88,NA,
109027,Valérie Bonneton|Dany Boon|Denis Ménochet|Albert Delpy|Bérangère Mc Neese|Constance Dollé|Myriam Azencot|Arnaud Henriet|Yann Sorton|Jochen Hägele|Barbara Ornellas|Malik Bentalha|Tiphaine Daviot|Brigitte Böttrich|Markus Baumeister,Alexandre Coffre,92,NA,2010s|year 2010|iceland|eyjafjallajokull volcano
109030,Dieudonné|Juliette Montel|Olivier Sauton,Dieudonné,NA,NA,
109032,NA,NA,NA,NA,NA
109034,Angelica Preziosi,Angelica Preziosi,8,NA,television
109038,Kevin Anderson|Jay Bilas|Taylor Branch|Bob Costas|Frank Deford|Keith Dunnavant|Arian Foster|Domonique Foxworth|Johnathan Franklin|Michael Hausfeld|Dan Kane|Jeff Locke|Joe Nocera|Roger Noll|Ed O'Bannon,Trevor Martin,85,NA,athlete|college sports|narration|six word title
109042,D.R. Anderson|W. Earl Brown|Michael Carpenter|Kevin Connell|Sean Cook|Peter Dinklage|Khanh Doan|Michael Gladis|Summer Glau|Basil Harris|Brett Gipson|Tom Hopper|Ryan Kwanten|Margarita Levieva|Joshua Malina,Kevin Dreyfuss,NA,NA,demon|summoning a demon|ritual|massacre
109045,Darleen Carr|Jamie Cronin|Dom DeLuise|Andrew Ducote|Phillip Glasser|Eric Idle|Whitney Claire Kaufman|Harvey Korman|Ralph Macchio|Steve Mackall|Peter MacNicol|William H. Macy|Arthur Malet|Andrea Martin|Jameson Parker,Dick Sebast,NA,"$6,000,000",mouse|rat|brother versus brother|barefoot running
109055,NA,NA,NA,NA,NA
109057,Melis Birkan|Cemal Hünal|Yildiz Kültür|Serif Bozkurt|Gözde Kansu|Goncagül Sunar|Asli Aybars|Veda Yurtsever Ipek|Sezgin Erdemir|Necla Fide|Basri Albayrak|Tarik Ündüz,Çagan Irmak,NA,NA,love|restaurant|sex obsession|nightclub
109060,Timur Acar|Kaya Akkaya|Melis Birkan|Haki Biçici|Yetkin Dikinciler|Gizem Ergün|Zuhal Gencer|Mahmut Gürses|Hümeyra|Cemal Hünal|Sibel Kasapoglu|Yagiz Atakan Savas|Serif Sezer|Çetin Tekindor|Omer Husnu Turat,Çagan Irmak,109,NA,
109062,NA,NA,NA,NA,NA
109064,Eamonn Andrews|Muhammad Ali|David Susskind|George W. Bush|Louis Farrakhan|Rahman Ali|Gordon B. Davidson|Bill Faversham|W.L. Lyons Brown|Alberta Jones|Abdul Rahman Muhammad|Salim Muwakkil|Malcolm X|Abdul Bey Muhammad|Elijah Muhammad,Eamonn Andrews,86,NA,boxer|religious organization|muslim|nation of islam
109066,Mathieu Amalric|Pierre Arditi|Sabine Azéma|Jean-Noël Brouté|Anne Consigny|Anny Duperey|Hippolyte Girardot|Gérard Lartigau|Michel Piccoli|Denis Podalydès|Michel Robin|Andrzej Seweryn|Jean-Chrétien Sibertin-Blanc|Michel Vuillermoz|Lambert Wilson,Alain Resnais,115,NA,love|playwright|false report of death|presumed dead
109069,Gregorio Rocha,Gregorio Rocha,NA,NA,
109072,Arnold Schwarzenegger|Sam Worthington|Joe Manganiello|Josh Holloway|Terrence Howard|Max Martini|Kevin Vance|Mark Schlegel|Ned Yousef|Mireille Enos|Maurice Compte|Martin Donovan|Michael Monks|Nick Chacon|Tim Ware,Skip Woods,109,"$35,000,000",strip club|topless female nudity|stripper|tough girl
109074,Chao Deng|Yifei Liu|Ronald Cheng|Collin Chou|Anthony Chau-Sang Wong|Xiubo Wu|Taishen Cheng|Yiyan Jiang|Anna Fang|Ryu Kohata|Sheren Tang|Waise Lee|Bei-Er Bao|Emma Wu|Chi Miao,Janet Chun,118,NA,chinese|china|wuxia
109076,Maria Sid|Johan Holmberg|Tina Råborg|Calle Jacobsson|Miri Klarquist|Celina Almqvist|Karin Ekström|Gunilla Nyroos|Tomas Laustiola|Ann Petrén|David Lindgren|Sofia Rönnegård|Isabella von Saenger|Fredrik Hammar|Yngve Sundén,Maria Blom,98,NA,single mother|self defense class|attacked by patient
109093,Shah Rukh Khan|Priyanka Chopra|Boman Irani|Lara Dutta|Kunal Kapoor|Om Puri|Nawab Shah|Alyy Khan|Sahil Shroff|Florian Lukas|Leonard Benhaus|Hrithik Roshan|Andreas Adam|Marco Ammer|Günter Barton,Farhan Akhtar,148,"$16,700,000",bad guy wins|surrender|bank|deception
109096,Shah Rukh Khan|Mahima Chaudhry|Amrish Puri|Apoorva Agnihotri|Alok Nath|Himani Shivpuri|Padmavati Rao|Madhuri Bhatia|Dina Pathak|Benu Kalsi|Smita Jaykar|Pavan Malhotra|Rakesh Thareja|Ajay Nagrath|Aditya Narayan,Subhash Ghai,191,NA,love|kabbadi|bridge|train
109098,Hossein Abedini|Mohammad Kasebi|Parivash Nazarieh|Hassan Sadeghi,Majid Majidi,91,NA,village|thief|theft|teenage boy
109102,Erik Carlson|Mikko Kivinen|Vuokko Hovatta|Aarre Karén|Elina Knihtilä|Riku Nieminen|Juhana Vaittinen|Juha Veijonen|Katariina Kaitue|Pertti Koivula|Kari Ketonen|Jukka Rasila|Petri Manninen|Peik Stenberg|Kari Hietalahti,Jørgen Lerdam,79,"EUR7,350,000",computer animation|winter|reindeer|flying
109104,Allan Tuppurainen|Saija Lentonen|Aarre Karén|Matti Ranin|Jyrki Kovaleff|Pekka Lehtosaari|Esa Saario|Maria Järvenhelmi|Tom Pöysti|Antti Pääkkönen|Jarmo Mäkinen|Aleksi Raij|Ilkka Kiukas|Janne Kopu|Mikko Tenhunen,Pekka Lehtosaari,78,"EUR5,200,000",troll|goblin|pixie|village
109106,NA,NA,NA,NA,NA
109108,Fred Corral|Sherwood Dixon|Julie Wilson,Blue Hadaegh,69,NA,dental mask|medical|telephone|phone
109151,Tim Harrison|Terry Brumfield|Russ Clear|Casey Craig|Pat Craig|Zuzana Kukol|Raymond Little|Scott Shoemaker|Bill Stiffler,Tim Harrison,NA,NA,pet|lion|exotic pet|ohio
109153,Ray Harryhausen|Peter Jackson|Terry Gilliam|Guillermo del Toro|James Cameron|Tim Burton|John Landis|Henry Selick|Ray Bradbury|Tony Dalton|Nick Park|Randall William Cook|Phil Tippett|Steven Spielberg|Dennis Muren,Gilles Penso,90,NA,film producer|giant gorilla|animator|visual effects
109155,Xander Berkeley|Bruce Davison|Craig Fairbrass|Mem Ferda|Zach Grenier|Paul Guilfoyle|Gregory Itzin|Zeljko Ivanek|Robert Joy|Stanley Kamel|J.C. MacKenzie|Matt Malloy|Donna Massetti|Timothy Omundson|Mark Rolston,Ian Roumain,79,NA,
109157,Pierce Brosnan|Toni Collette|Imogen Poots|Aaron Paul|Zara White|Joe Cole|Evelyn Duah|Therese Bradley|Sam Neill|Priyanga Burford|Josef Altin|Diana Kent|Rosamund Pike|Shola Adewusi|Ilan Goodman,Nick Hornby,96,"$12,000,000",attempted suicide|crying woman|new year's eve|valentine's day
109159,Didier Bourdon|Bernard Campan|Pascal Légitimus|Sofia Lesaffre|Antoine du Merle|Christian Hecq|Daniel Russo|Vivienne Vermes|Isabelle Coulombe|Mathilde Vitry|Mona Walravens|Fatima Adoum|Biyouna|Khaled Gorbal|Mauricette Laurence,Didier Bourdon,106,NA,
109161,Emmanuelle Seigner|Mathieu Amalric,David Ives,96,NA,psychological manipulation|femdom|von sacher masoch|submissive man
109168,NA,NA,NA,NA,NA
109173,Kevin Sorbo|Kristy Swanson|Danielle C. Ryan|Jacob Buster|Darien Willardson|Sam Sorbo|Terence Goodman|C. Thomas Howell|Sarah Bernstein|Jacque Gray|Amanda Swanson|Joey Miyashima,Craig Clyde,90,NA,
109177,Louis Koo|Yuanyuan Gao|Daniel Wu|Hin-Wai Au|Larisa Bakurova|Allie Chan|Joanne Chung-Yan Chan|Si-Leung Chan|Vibeke Ma Cheuk-Ning|Ya-Chun Du|Pak-Yin Fung|Jeana Ho|J.J. Jia|Suet Lam|Iva Law,Jevons Au,115,NA,
109179,NA,NA,NA,NA,NA
109181,Emma Roberts|Summer Shelton|Chris Riggi|Shannon Woodward|Catherine Lloyd Burns|Reed Birney|Manu Gargi|Patricia Squire|Cloris Leachman|Scott Coffey|John Cullum|Evan Peters|Joshua Barry Ward|Justin Nappi|John Cusack,Andy Cochran,97,"$4,000,000",independent film|bare chested male|college|two word title
109183,Quinn Lord|Nick Offerman|Gary Cole|Megan Mullally|Darien Provost|Jennifer Clement|Nicholas Braun|Hunter Cope|Dustin Ybarra|Sarah Hyland|Dakota Johnson|Larry Wilmore|Cainan Wiebe|Hailey Wiebe|Ray Santiago,Alan Yang,91,NA,friendship|brownie|high school prom|pot brownie
109185,NA,NA,NA,NA,NA
109187,Christoph Waltz|Gwendoline Christie|Rupert Friend|Ray Cooper|Lily Cole|David Thewlis|Sanjeev Bhaskar|Peter Stormare|Ben Whishaw|Mélanie Thierry|Matt Damon|Lucas Hedges|Margarita Doyle|Tilda Swinton|Emil Hostina,Pat Rushin,107,"$8,500,000",burnt out church|telephone call|cyberspace|smashing a computer screen
109189,Alex Pettyfer|Gabriella Wilde|Bruce Greenwood|Joely Richardson|Robert Patrick|Rhys Wakefield|Dayo Okeniyi|Emma Rigby|Anna Enger Ritch|Fabianne Therese|Mike Bland|Jake Schultz|Jeff Pope|Zechariah Pierce|Ryan Lewis,Shana Feste,104,"$20,000,000",love|bikini|brother sister relationship|high school graduation
109191,Colin Farrell|Matt Bomer|Lucy Griffiths|Michael Crane|Brian Hutchison|Kevin Corrigan|Alan Doyle|Russell Crowe|Jessica Brown Findlay|Jon Patrick Walker|David O'Brien Hart|William Hurt|Maurice Jones|Mckayla Twiggs|Matthew R. Staley,Akiva Goldsman,118,"$60,000,000",flying horse|immortal|red haired woman|white horse
109193,NA,NA,NA,NA,NA
109195,Skylar Astin|Camilla Belle|Chad Michael Murray|Dayo Okeniyi|Alexis Knapp|Kenny Wormald|Jason Patric|Amanda Jane Cooper|Megan Stevenson|Kaden Gibson|Nick Nicotera|Jake Siegel|Noah Applebaum|Cary Y. Mizobe|Anand Desai-Barochia,Herschel Faber,88,"$1,200,000",
109197,Gerhard Liebmann|Edita Malovcic|Santos|Hille Beseler|Peter Knaack|Felix Römer|Brigitte Kren|Wolfgang Pampel|Murathan Muslu|Michael Fuith|Adina Vetter|Coco Huemer|Enya Haring,Benjamin Hessler,98,NA,scientist|glacier|banana|helicopter
109199,Udo Kier|Virginia Newcomb|Amanda Marquardt|Amelia Gotham|Jeremy Gladen|Liberty Larsen|Christopher Sachs|Nicole Fabbri|Catriona MacColl|Shane Woodward|Victoria Maurette|Lisa Belle|Amélie Salomon|André Hennicke|Suzan Anbeh,Douglas Buck,114,NA,bare chested male bondage|male rear nudity|theatre|puppet
109201,Curtis Bowers,Curtis Bowers,93,NA,communism|agenda 21|education|socialism
109203,NA,NA,NA,NA,NA
109205,NA,NA,NA,NA,NA
109207,NA,NA,NA,NA,NA
109209,Erin Davies|The Fagbug,Erin Davies,NA,"$50,000",hate crime|graffiti|hero|role model
109226,Cheick Kongo|Chris Conrad|Mikayla S. Campbell|M. Steven Felty|Phillip Andre Botello|Xin Sarith Wuku|Poncho Hodges|Steve Hanks|Andria Kozica|J. Kristopher|Emmanuel Itier|Roxanna Bina|Bill Voorhees|Tre Ryan|Matt Kriger,Anthony C. Ferrante,85,NA,superhero|attila the hun|ghost|zombie
109229,Rip Torn|George Plimpton|Norman Mailer|Mickey Knox|Buzz Farber|Beverly Bentley|Mary Lynn|Marsha Mason|John Maloon|Mary Wilson Price|Peter Rosoff|Noel E. Parmentel Jr.|Edward Bonetti|Jack Richardson|Michael McClure,Norman Mailer,110,NA,police|pseudo documentary|policeman|police lieutenant
109231,NA,NA,NA,NA,NA
109235,NA,NA,NA,NA,NA
109237,NA,NA,NA,NA,NA
109239,Rory Kinnear|Rachael Stirling|Joseph Mawle|Olivia Grant|Rosamund Pike|Patrick Lyster|James Gracie|Grant Swanby,Rachael Stirling,180,NA,public nudity|horse training|d.h. lawrence|male full frontal nudity
109241,Omar Sy|Laurent Lafitte|Sabrina Ouazani|Lionel Abelanski|Youssef Hajdi|Maxime Motte|Léo Léothier|André Marcon|Zabou Breitman|Patrick Bonnel|Roch Leibovici|Rebecca Azan|Tchewk Essafi|Patrick Kodjo Topou|Samuel Goreini,Eric Altmayer,96,NA,orgy|male nudity|bare breasts
109243,Nicolas Cage|Tye Sheridan|Gary Poulter|Ronnie Gene Blevins|Adriene Mishler|Brian Mays|Aj Wilson McPhaul|Sue Rock|Heather Kafka|Brenda Isaacs Booth|Anna Niemtschk|Elbert Hill III|Milton Fountain|Roderick L. Polk|Aaron Spivey-Sorrells,Gary Hawkins,117,"$4,000,000",alcoholic|cigarette smoking|woods|father son relationship
109249,Walter Quiroz|Soledad Alfaro|Ricardo Bartis|Christina Becerra|Marc Berman|Chiquinho Brandão|Franklin Caicedo|Carlos Carella|Ângela Correa|Liliana Flores|Juana Hidalgo|Justo Martínez|Kiko Mendive|Francisco Nápoli|Fito Páez,Fernando E. Solanas,NA,NA,politics|tango|violence|truck driver
109251,Mick Jagger|Keith Richards|Fernando E. Solanas|Ronnie Wood,Fernando E. Solanas,NA,NA,malnutrition|poverty|starvation|starving child
109253,NA,Fernando E. Solanas,97,NA,
